"X","LabID","weighted_mean","long","lat","Material"
25,"BETA-326856",1647.45862626907,9.9141,61.5668,"Charcoal"
26,"BETA-326857",3558.87030725358,9.9141,61.5668,"Charcoal"
27,"BETA-326858",1461.11625340455,9.9141,61.5668,"Charcoal"
28,"BETA-326859",1778.3451825187,9.9141,61.5668,"Charcoal"
29,"BETA-326860",1647.45862626907,9.9141,61.5668,"Charcoal"
251,"Beta-322380",2030.66238917076,9.9141,61.5668,"Charcoal"
252,"Beta-322381",1472.87767324341,9.9141,61.5668,"Charcoal"
253,"Beta-322382",1698.59460403661,9.9141,61.5668,"Charcoal"
254,"Beta-322383",1607.78805367341,9.9141,61.5668,"Charcoal"
255,"Beta-322384",1607.78805367341,9.9141,61.5668,"Charcoal"
256,"Beta-322385",1438.63264823942,9.9141,61.5668,"Charcoal"
257,"Beta-322386",1504.12115087365,9.9141,61.5668,"Charcoal"
258,"Beta-322387",3590.92084170459,9.9141,61.5668,"Charcoal"
259,"Beta-322388",1632.35782568999,9.9141,61.5668,"Charcoal"
260,"Beta-322389",1671.27363562365,9.9141,61.5668,"Charcoal"
272,"Beta-365414",532.887670057786,9.895807,61.569751,"Seed"
273,"Beta-365521",1615.96733628783,9.895807,61.569751,"Charcoal"
274,"Beta-365522",1983.70385093652,9.86,61.55,"Charcoal"
275,"Beta-365523",1038.5268703537,9.86,61.55,"Charcoal"
276,"Beta-365524",1383.38412804663,9.86,61.55,"Charcoal"
352,"Beta-74645",3978.04800011163,7.147255,61.91441,"charcoal"
353,"Beta-74646",4036.25588114145,7.147255,61.91441,"charcoal"
354,"Beta-78028",4132.52785332483,7.147255,61.91441,"grain"
1960,"Lus-12396",626.650619522844,9.205104,60.31874,"charcoal"
1961,"Lus-12397",825.920265294487,9.205104,60.31874,"charcoal"
1962,"Lus-12398",588.708734343841,9.205104,60.31874,"charcoal"
1963,"Lus-12399",821.037396997678,9.205104,60.31874,"charcoal"
1964,"Lus-12400",615.345064884351,9.205104,60.31874,"charcoal"
1965,"Lus-12401",673.266811338036,9.205104,60.31874,"charcoal"
1966,"Lus-12402",766.187287809084,9.205104,60.31874,"charcoal"
1995,"Lus-12493",1612.39943388456,8.41,61.22,"charcoal"
1996,"Lus-12494",7815.52822172859,8.41,61.22,"charcoal"
1997,"Lus-12495",1612.39943388456,8.41,61.22,"charcoal"
1998,"Lus-12496",1690.522789967,8.41,61.22,"charcoal"
1999,"Lus-12497",1442.80113682669,8.41,61.22,"charcoal"
2000,"Lus-12498",1461.88589422951,8.41,61.22,"charcoal"
2001,"Lus-12499",1634.44554444497,8.41,61.22,"charcoal"
2002,"Lus-12500",764.194794662776,8.41,61.22,"charcoal"
2003,"Lus-12501",1608.46737695423,8.41,61.22,"charcoal"
2004,"Lus-12502",1456.52623372472,8.41,61.22,"charcoal"
2005,"Lus-12503",1461.88589422951,8.41,61.22,"charcoal"
2006,"Lus-12504",1469.71207792887,8.41,61.22,"charcoal"
2007,"Lus-12505",1450.32937123315,8.41,61.22,"charcoal"
2172,"Lus-13255",1051.61237133364,8.04,60.59,"charcoal"
2173,"Lus-13256",810.742281828223,8.04,60.59,"charcoal"
2174,"Lus-13257",794.14966268115,8.04,60.59,"charcoal"
2175,"Lus-13258",815.748972104541,8.04,60.59,"charcoal"
2176,"Lus-13259",1115.2514629942,8.04,60.59,"charcoal"
2177,"Lus-13260",853.624363910976,8.04,60.59,"macrofossil"
2323,"Lus-13487",1036.4843315068,9.094062,60.567473,"charcoal"
2324,"Lus-13488",1873.97346375163,9.094062,60.567473,"charcoal"
2325,"Lus-13489",1022.06180359674,9.094062,60.567473,"charcoal"
2326,"Lus-13490",854.237579387369,9.094062,60.567473,"charcoal"
2327,"Lus-13491",850.015325581542,9.094062,60.567473,"charcoal"
2328,"Lus-13492",815.711786779437,9.094062,60.567473,"charcoal"
2329,"Lus-13493",845.739419887396,9.094062,60.567473,"charcoal"
2333,"Lus-13506",996.558802771284,9.872806,61.127671,"Charcoal"
2334,"Lus-13507",256.302805931528,9.872806,61.127671,"Charcoal"
2335,"Lus-13508",862.350718591662,9.872806,61.127671,"Charcoal"
2336,"Lus-13520",1438.74280926646,9.099985,62.087075,"charcoal"
2337,"Lus-13521",2592.14739627503,9.099985,62.087075,"charcoal"
2339,"Lus-13523",8800.98764621764,9.365432,61.478452,"Burned bone"
2340,"Lus-13524",8521.08487426838,9.365432,61.478452,"Burned bone"
2341,"Lus-13525",8517.04272470771,9.365432,61.478452,"Burned bone"
2342,"Lus-13526",8214.68690705119,9.010917,61.347036,"Burned bone"
2343,"Lus-13527",4361.06542691315,9.010917,61.347036,"Burned bone"
2344,"Lus-13528",4694.99901522762,9.010917,61.347036,"Burned bone"
2345,"Lus-13529",7721.68965633185,9.010917,61.347036,"Burned bone"
2346,"Lus-13530",8408.22066391917,9.010917,61.347036,"Burned bone"
2347,"Lus-13531",5722.13177837456,9.010917,61.347036,"Burned bone"
2348,"Lus-13532",6668.24299225169,9.010917,61.347036,"Burned bone"
2349,"Lus-13533",5048.2909769778,9.010917,61.347036,"Burned bone"
2350,"Lus-13534",7646.84658895955,9.010917,61.347036,"Burned bone"
2351,"Lus-13535",3041.60764326432,9.010917,61.347036,"charcoal"
2373,"Lus-13633",4010.50626571704,9.010917,61.347036,"charcoal"
2374,"Lus-13634",366.778360141493,9.026294,61.341973,"wood"
2430,"Lus-14008",318.836484164776,8.04,60.59,"charcoal"
2431,"Lus-14009",736.925537873424,8.04,60.59,"charcoal"
2432,"Lus-14010",689.2625056897,8.04,60.59,"Burned bone"
2433,"Lus-14011",579.667007948801,8.04,60.59,"charcoal"
2434,"Lus-14012",611.31927622834,8.04,60.59,"charcoal"
2441,"Lus-14046",595.14040586596,8.2818,60.5721,"charcoal"
2442,"Lus-14047",593.279934452244,8.2818,60.5721,"charcoal"
2443,"Lus-14048",677.937113267349,8.2818,60.5721,"charcoal"
2444,"Lus-14049",698.333847798,8.2818,60.5721,"charcoal"
2445,"Lus-14050",706.057883799837,8.2818,60.5721,"charcoal"
2446,"Lus-14051",588.708734343841,8.2818,60.5721,"charcoal"
2447,"Lus-14052",686.017492662636,8.2818,60.5721,"charcoal"
2448,"Lus-14053",571.322020491702,8.2818,60.5721,"charcoal"
2449,"Lus-14054",758.329748931531,8.2818,60.5721,"charcoal"
2450,"Lus-14055",1132.47831107645,8.2818,60.5721,"charcoal"
2451,"Lus-14056",708.314629150791,8.2818,60.5721,"charcoal"
2452,"Lus-14057",766.187287809084,8.2818,60.5721,"charcoal"
2453,"Lus-14058",710.783025981657,8.2818,60.5721,"charcoal"
2454,"Lus-14059",708.506999924464,8.2818,60.5721,"charcoal"
2455,"Lus-14060",748.383265982356,8.2818,60.5721,"charcoal"
2456,"Lus-14061",7352.93473560693,9.465045,60.332357,"charcoal"
2457,"Lus-14062",7052.06049485129,9.465045,60.332357,"charcoal"
2458,"Lus-14063",9327.74063798804,9.465045,60.332357,"charcoal"
2459,"Lus-14064",6635.08868305951,9.465045,60.332357,"charcoal"
2460,"Lus-14065",2294.71748842734,9.508187,60.337722,"charcoal"
2461,"Lus-14066",9112.67809555767,9.465045,60.332357,"charcoal"
2462,"Lus-14067",6141.74075978314,9.465045,60.332357,"Charcoal"
2463,"Lus-14068",1179.4555935613,9.508187,60.337722,"Charcoal"
2541,"Lus-14256",638.309724954699,8.488745,60.872953,"charcoal"
2542,"Lus-14257",692.383621991136,8.488745,60.872953,"charcoal"
2547,"Lus-14262",1456.52623372472,8.04,60.59,"charcoal"
2548,"Lus-14263",716.536741343245,8.04,60.59,"charcoal"
2878,"T-10032",765.486973149807,8.916667,61.25,"Charcoal"
2879,"T-10033",688.852089319423,8.916667,61.25,"Charcoal"
2880,"T-10034",1350.52477379479,8.816667,60.316667,"Charcoal"
2881,"T-10035",1400.92043861491,8.816667,60.316667,"Charcoal"
2896,"T-10180",703.523080990961,8.233333,60.533333,"Charcoal"
2927,"T-10267",1753.83154872014,8.883333,61.216667,"Charcoal"
2928,"T-10268",1734.95422586203,8.883333,61.216667,"Charcoal"
2952,"T-10395",6162.74716307823,8.833333,62.233333,"Charcoal"
3204,"T-11630",2165.2234014123,8.966667,61.1,"Charcoal"
3205,"T-11631",3137.84622047314,8.966667,61.1,"Charcoal"
3356,"T-12473",553.359279549603,8.15,60.533333,"Charcoal"
3357,"T-12474",560.891827679008,8.15,60.533333,"Charcoal"
3358,"T-12475",539.712048275631,8.15,60.533333,"Charcoal"
3359,"T-12476",636.696240529527,8.15,60.533333,"Charcoal"
3516,"T-13023",1996.89797520758,8.15,60.516667,"Charcoal"
3517,"T-13024",668.997570870745,8.15,60.516667,"Charcoal"
3518,"T-13025",1375.81169517601,8.166667,60.533333,"Charcoal"
3519,"T-13026",419.998159990236,8.133333,60.55,"Charcoal"
3520,"T-13027",540.248417842074,8.133333,60.55,"Charcoal"
3521,"T-13028",559.034135462995,8.133333,60.55,"Charcoal"
3522,"T-13029",573.458081068557,8.133333,60.55,"Charcoal"
3523,"T-13030",623.504244924226,8.133333,60.55,"Charcoal"
3538,"T-13091",143.654212275733,8.3,60.616667,"Charcoal"
3548,"T-13125",1018.16597129601,8.166667,60.533333,"Charcoal"
3604,"T-13369",586.39753517552,9.883333,61.583333,"Charcoal"
3605,"T-13370",657.868124655797,9.883333,61.583333,"Charcoal"
3606,"T-13371",593.677318413724,9.883333,61.583333,"Charcoal"
3637,"T-13538",838.665921332232,9.716667,61.6,"Charcoal"
3638,"T-13539",482.242798288705,9.716667,61.6,"Charcoal"
3639,"T-13540",628.527130057826,9.716667,61.6,"Charcoal"
3640,"T-13541",659.59250632291,9.716667,61.6,"Charcoal"
3641,"T-13542",900.85075303041,9.716667,61.6,"Charcoal"
3645,"T-13575",1848.99578074117,9.216667,60.166667,"Charcoal"
3646,"T-13576",1718.32814706999,9.216667,60.166667,"Charcoal"
3647,"T-13577",1621.24087278041,9.216667,60.166667,"Charcoal"
3666,"T-13700",766.721103274864,8.133333,60.516667,"Charcoal"
3667,"T-13701",993.384246495718,8.133333,60.516667,"Charcoal"
3668,"T-13702",831.179446990737,8.133333,60.516667,"Charcoal"
3680,"T-13811",802.896758102243,9.4,60.733333,"Charcoal"
3681,"T-13812",705.073249744692,9.4,60.733333,"Charcoal"
3682,"T-13867",811.824756392815,9.166667,60.533333,"Charcoal"
3683,"T-13879",1289.43910790678,8.166667,60.533333,"Charcoal"
3684,"T-13880",1382.54923881706,8.166667,60.533333,"Charcoal"
3685,"T-13881",718.919114383842,8.166667,60.533333,"Charcoal"
3690,"T-14014",843.798442972651,9.166667,60.033333,"Charcoal"
3698,"T-14165",1251.22846064957,9.4,61.883333,"Charcoal"
3699,"T-14166",421.243958686366,9.4,61.883333,"Charcoal"
3748,"T-14294",617.08927404982,8.1,60.516667,"Charcoal"
3749,"T-14295",695.76185645319,8.1,60.516667,"Charcoal"
3750,"T-14296",603.860849501352,9.166667,60.05,"Charcoal"
3751,"T-14297",161.364487934842,9.166667,60.05,"Charcoal"
3752,"T-14298",178.465205694786,9.166667,60.05,"Charcoal"
3754,"T-14315",563.871204337423,8.1,60.516667,"Charcoal"
3786,"T-1445",4203.86725509639,8.283333,60.083333,"Charcoal"
3794,"T-14459",776.313563530038,8.516667,60.866667,"Charcoal"
3795,"T-14460",776.946798556014,8.516667,60.866667,"Charcoal"
3796,"T-14461",760.020573817479,8.516667,60.866667,"Charcoal"
3797,"T-14462",776.739130347153,8.516667,60.866667,"Charcoal"
3798,"T-14463",855.028622924447,8.516667,60.866667,"Charcoal"
3800,"T-14478",845.244412914916,8.666667,60.716667,"Charcoal"
3801,"T-14479",841.902544292173,8.666667,60.716667,"Charcoal"
3809,"T-1450",3143.31410883831,8.283333,60.083333,"Charcoal"
3810,"T-1451",585.929512292983,8.283333,60.083333,"Charcoal"
3811,"T-1452",2484.40359962411,8.283333,60.083333,"Charcoal"
3838,"T-15037",672.231845634849,8.733333,60.65,"Charcoal"
3840,"T-15039",335.728524277458,8.366667,60.683333,"Charcoal"
3841,"T-15040",379.359402391177,8.366667,60.683333,"Charcoal"
3842,"T-15041",165.25809902675,8.333333,60.583333,"Charcoal"
3843,"T-15042",144.217780940125,8.333333,60.583333,"Charcoal"
3923,"T-15359",3213.13123354686,5.49,60.45,"Charcoal"
3924,"T-15360",6016.4421649859,5.49,60.45,"Charcoal"
3925,"T-15361",1121.63309298152,5.49,60.45,"Charcoal"
3958,"T-15932",1618.21738231746,8.583333,61.116667,"Charcoal"
3961,"T-1609",1624.57636603121,8.283333,60.083333,"Charcoal"
3962,"T-1610",8894.06097405698,8.283333,60.083333,"Charcoal"
3998,"T-16973",11022.6808436978,6.9,62.7833,"Betula charcoal from lower part of hearth"
4000,"T-1709",1830.03527414396,8.283333,60.083333,"Charcoal"
4001,"T-1710",1582.24527063681,8.283333,60.083333,"Charcoal"
4105,"T-19093",2265.53907869538,8.233333,61.933333,"Charcoal"
4106,"T-19094",1875.34720214506,8.233333,61.933333,"Charcoal"
4107,"T-19095",138.859339353164,8.233333,61.933333,"Wood"
4108,"T-19096",473.75630761973,8.233333,61.933333,"Wood"
4109,"T-19097",608.835937632185,8.233333,61.933333,"Wood"
4159,"T-2083",10922.7766856659,9.8406,63.2874,"charcoal"
4163,"T-215",9112.97795135133,7.966667,60.833333,"Charcoal"
4206,"T-256",5639.57549607636,7.966667,60.833333,"Charcoal"
4207,"T-257",6401.99555703544,7.966667,60.833333,"Charcoal"
4243,"T-323",8490.71446143284,7.5,60.583333,"Charcoal"
4257,"T-3479",345.934140704866,9.416667,61.833333,"Wood"
4258,"T-3480",131.573577650501,9.416667,61.833333,"Wood"
4266,"T-3619",1994.20979453743,7.783333,60.8,"Charcoal"
4267,"T-3620",7652.9403032759,7.783333,60.8,"Charcoal"
4268,"T-3621",7778.94950649882,7.783333,60.8,"Charcoal"
4280,"T-4036",1025.59648601289,8.533333,61.716667,"Wood"
4281,"T-4037",859.780938088588,8.533333,61.716667,"Wood"
4284,"T-4041",738.4121137696,9.916667,61.616667,"Birchbark"
4287,"T-4144",601.340955989156,9.1,62.033333,"Charcoal"
4289,"T-4243",829.668519119349,8.883333,61.133333,"Charcoal"
4290,"T-4244",777.712934959648,8.883333,61.133333,"Charcoal"
4291,"T-4245",2602.14704967276,8.883333,61.133333,"Charcoal"
4292,"T-4246",510.527536597772,8.883333,61.133333,"Charcoal"
4293,"T-4247",377.280397170076,8.883333,61.133333,"Charcoal"
4294,"T-4248",847.881724073727,8.916667,61.166667,"Charcoal"
4295,"T-4249",247.705661301644,8.916667,61.166667,"Charcoal"
4296,"T-4250",767.902636532339,8.883333,61.133333,"Charcoal"
4297,"T-4251",986.609204093702,8.883333,61.133333,"Charcoal"
4298,"T-4268",1381.36051096501,8.833333,62.05,"Wood"
4301,"T-4352",527.599908125532,9.75,62.166667,"Charcoal"
4303,"T-4354",384.688390193182,9.75,62.083333,"Charcoal"
4312,"T-4495",3980.13837160498,8.012396,61.16418,""
4313,"T-4567",1035.01372916548,8.666667,61.516667,"Wood"
4338,"T-4744",496.473827811566,8.883333,61.133333,"Charcoal"
4339,"T-4745",425.7659508957,8.883333,61.133333,"Charcoal"
4340,"T-4746",1281.2072367104,8.883333,61.133333,"Charcoal"
4341,"T-4747",618.884285647771,8.883333,61.133333,"Charcoal"
4342,"T-4749",1265.36778547357,8.883333,61.133333,"Charcoal"
4343,"T-4750",1424.68695618628,8.883333,61.133333,"Charcoal"
4344,"T-4751",2901.16932902036,8.883333,61.133333,"Charcoal"
4345,"T-4752",1799.59263101704,8.883333,61.133333,"Charcoal"
4346,"T-4753",1196.14211752149,8.883333,61.133333,"Charcoal"
4348,"T-4779",3757.506407368,7.741926,61.15995,"charcoal"
4349,"T-4780",4135.43035334545,7.742443,61.16066,""
4350,"T-4781",4034.04407678175,7.742443,61.16066,""
4351,"T-4788",2609.63722677934,7.69578,61.15991,""
4384,"T-5174",1335.76909268947,9.55,61.81,"Wood"
4389,"T-5562",2503.16659055459,7.821691,61.25847,""
4390,"T-5563",2283.2719217065,7.821691,61.25847,""
4391,"T-5566",2492.57564828858,7.706785,61.16662,""
4392,"T-5567",2418.68061418836,7.706785,61.16662,""
4394,"T-5602",2236.15622115755,7.821691,61.25847,""
4428,"T-5766",626.840701980758,9.95,61.166667,"Charcoal"
4429,"T-5767",800.726757689502,9.95,61.166667,"Charcoal"
4430,"T-5768",613.963087871713,9.95,61.166667,"Charcoal"
4431,"T-5769",735.078168940584,9.28,60.96,"Charcoal"
4432,"T-5770",793.31059280765,9.28,60.96,"Charcoal"
4433,"T-5771",633.262958147985,9.28,60.96,"Charcoal"
4434,"T-5772",761.181375829539,9.28,60.96,"Charcoal"
4436,"T-5860",2546.85830380559,7.742311,61.16223,""
4437,"T-5861",2520.16789117088,7.742311,61.16223,""
4438,"T-5863",2559.21249056545,7.742311,61.16223,""
4439,"T-5864",2535.81993978539,7.742311,61.16223,""
4440,"T-5918",604.690573836121,9.99,60.95,"Charcoal"
4441,"T-5919",624.237531180964,9.99,60.95,"Charcoal"
4442,"T-5920",607.541147618875,9.99,60.95,"Charcoal"
4443,"T-5921",420.754630588745,9.99,60.95,"Charcoal"
4445,"T-5923",894.124579965916,9.99,60.95,"Charcoal"
4446,"T-6048",1218.58993381815,9.4,61.98,"bone"
4447,"T-6049",1273.31376687662,9.4,61.98,"bone"
4448,"T-6050",707.48555287371,9.4,61.98,"Wood"
4454,"T-6062",2568.16958465558,7.742311,61.16223,""
4455,"T-6064",2394.92637882396,7.742311,61.16223,""
4456,"T-6065",2481.78574667826,7.742311,61.16223,""
4457,"T-6066",2950.1938584787,7.75074,61.16239,""
4458,"T-6067",2831.82112083595,7.75074,61.16239,""
4459,"T-6068",2236.15622115755,7.748053,61.16188,""
4464,"T-6100",2553.02849781354,7.744391,61.16052,""
4465,"T-6105",2519.49959649185,7.742657,61.16334,""
4466,"T-6106",2579.0983299028,7.742657,61.16334,""
4467,"T-6212",2511.99596182402,7.744682,61.16292,""
4487,"T-6463",1120.88189854132,9.4,61.98,"Charcoal"
4488,"T-6464",827.839994252858,9.4,61.98,"Charcoal"
4493,"T-6504",1252.21104582994,9.39,62.08,"Peat"
4494,"T-6505",737.462528971072,9.39,62.08,"Peat"
4496,"T-6629",2813.31598112201,7.851562,61.25012,""
4497,"T-6639",2511.99596182402,7.840154,61.25455,""
4498,"T-6640",2688.18037346947,7.840154,61.25455,""
4511,"T-6683",327.834277240759,8.733333,60.266667,"Wood"
4535,"T-685",1091.59051349583,9,62.25,"Charcoal"
4536,"T-686",1072.63347189233,9,62.25,"Charcoal"
4537,"T-6874",2799.94340705943,7.807714,61.25517,""
4538,"T-6875",2492.57564828858,7.807714,61.25517,""
4540,"T-696",4242.58127772341,7.666667,60.75,"Charcoal"
4541,"T-697",1771.49800799432,7.666667,60.666667,"Charcoal"
4574,"T-7156",3513.91981524724,7.851562,61.25012,""
4575,"T-7157",3332.50244570676,7.851562,61.25012,""
4576,"T-7163",2857.38978973888,7.828804,61.24352,""
4578,"T-7221",824.76713873359,9.4,61.98,"Charcoal"
4579,"T-7222",1070.60120874962,9.4,61.98,"Charcoal"
4580,"T-7223",720.402962641346,9.4,61.98,"Charcoal"
4581,"T-7224",727.991363847304,9.4,61.98,"Wood"
4582,"T-7225",1316.10421974301,9.4,61.98,"Charcoal"
4583,"T-7226",863.143545543699,9.45,62.033333,"Charcoal"
4584,"T-7227",1463.78572620528,9.4,61.98,"Birchbark"
4585,"T-7251",2533.93766894766,7.744391,61.16052,""
4593,"T-7299",390.785811861253,9.0965,60.5678,"bone"
4597,"T-7382",795.375420304775,9.3,61,"Charcoal"
4598,"T-7383",700.564521613125,9.3,61,"Charcoal"
4602,"T-7400",1402.53362229581,9.95,61.166667,"Charcoal"
4603,"T-7401",131.504575990694,9.95,61.166667,"Charcoal"
4604,"T-7402",661.112405495934,9.95,61.166667,"Charcoal"
4605,"T-7403",1165.46111980028,9.95,61.166667,"Charcoal"
4606,"T-7404",532.326715416385,9.95,61.166667,"Charcoal"
4609,"T-7425",777.055593117811,9.3,60.65,"Wood"
4612,"T-7479",269.991838079984,9.1,60.566667,"Charcoal"
4613,"T-7486",629.147677444988,9.95,61.166667,"Charcoal"
4614,"T-7487",339.052737980835,9.95,61.166667,"Charcoal"
4615,"T-7488",720.578451744634,9.95,61.166667,"Charcoal"
4616,"T-7489",560.230390645437,9.95,61.166667,"Wood"
4617,"T-7491",680.326381426324,9.95,61.166667,"Charcoal"
4618,"T-7492",817.741509212903,9.95,61.166667,"Charcoal"
4619,"T-7494",756.321380070299,9.95,61.166667,"Charcoal"
4620,"T-7495",677.000267784158,9.95,61.166667,"Charcoal"
4621,"T-7496",598.472592650221,9.95,61.166667,"Charcoal"
4622,"T-7497",626.840701980758,9.95,61.166667,"Charcoal"
4623,"T-7498",675.002344403061,9.95,61.166667,"Charcoal"
4624,"T-7499",814.689757856097,9.95,61.166667,"Charcoal"
4625,"T-7500",665.059687221776,9.95,61.166667,"Charcoal"
4626,"T-7501",675.145470258888,9.95,61.166667,"Charcoal"
4627,"T-7502",703.359068692461,9.95,61.166667,"Charcoal"
4628,"T-7503",498.808380061346,9.95,61.166667,"Charcoal"
4629,"T-7504",793.31059280765,9.95,61.166667,"Charcoal"
4633,"T-7685",3293.10301035274,7.917555,61.28506,"charcoal"
4634,"T-7686",3923.27137979852,7.917555,61.28506,"charcoal"
4635,"T-7687",1042.65325676398,9.95,61.166667,"Charcoal"
4636,"T-7688",581.289451672002,9.95,61.166667,"Charcoal"
4637,"T-7689",590.433175956129,9.95,61.166667,"Charcoal"
4638,"T-7690",609.472466412349,9.95,61.166667,"Charcoal"
4639,"T-7691",564.830973769137,9.95,61.166667,"Charcoal"
4640,"T-7694",300.25377873904,9.95,61.166667,"Charcoal"
4641,"T-7695",224.168677450534,9.95,61.166667,"Charcoal"
4642,"T-7696",684.822262671752,9.95,61.166667,"Charcoal"
4643,"T-7698",1041.05807947386,9.95,61.166667,"Charcoal"
4644,"T-7699",377.01732123592,9.95,61.166667,"Charcoal"
4645,"T-7700",809.058056971941,9.95,61.166667,"Charcoal"
4646,"T-7703",6185.43148686071,9.95,61.166667,"Charcoal"
4647,"T-7704",4446.31037911767,9.95,61.166667,"Charcoal"
4648,"T-7705",5876.86169700909,9.95,61.166667,"Charcoal"
4649,"T-7706",6326.6921318454,9.95,61.166667,"Charcoal"
4650,"T-7707",5569.62537181415,9.95,61.166667,"Charcoal"
4651,"T-7708",5573.3010914927,9.95,61.166667,"Charcoal"
4652,"T-7709",5633.65128401825,9.95,61.166667,"Charcoal"
